76	29.3	10.4	4	7.8	51.4	0	0	0	2.5	3.1	80.7	2.4	3.5	5.9	1.6	0.7	0.6	1.5	1
52	24.6	9.3	3.1	6.8	45.1	1.1	2.6	43.4	2.1	2.5	83.6	0.5	1.4	1.9	3.7	0.6	0	1.8	0
76	22.5	8.8	3.8	9.2	41.5	0	0.1	0	1.2	1.6	73.6	1.7	3.4	5.1	1.7	0.8	0.5	1.3	1
78	22	10.1	3.9	8.7	44.7	0.7	1.8	39	1.6	2.2	74.1	0.9	2	3	2.2	1.2	0.3	1.2	0
51	20.7	8.4	3.2	6.4	49.7	0	0	0	2	2.9	66.7	2.3	3.1	5.4	0.8	0.5	0.5	1.5	1
64	20.3	6.2	2.4	4.4	55.2	0	0	0	1.4	2.4	57.2	2.5	3.9	6.4	0.5	0.4	1.2	0.8	1
55	20.3	10.4	4.3	8.1	52.9	0	0	0	1.8	3.6	51.5	2.1	4.1	6.1	0.7	0.4	1.5	1.4	1
82	19.6	7.4	3.1	7.3	41.9	0	0.3	4.3	1.2	1.5	80.6	0.6	1.4	2	3.9	1	0.3	1.7	1
48	18.9	9.1	3.6	6.8	52.8	0	0	0	2	3	66.9	2.4	3.3	5.7	0.7	0.8	1.1	1.8	1
34	13.4	4.3	1.5	5	30.2	0.4	1.9	18.5	0.9	1	91.2	0.1	1.3	1.4	3.1	0.6	0.2	1	0
42	18.6	8.5	3.1	7.7	40	0.7	2	35.7	1.5	1.9	83.3	0.7	1.2	2	1.1	0.8	0.1	1.1	1
82	18.4	5.5	2	5.3	37	0.1	0.7	14.5	1.4	1.9	74.1	0.4	1.3	1.7	3.8	0.7	0.1	1.2	1
64	17	7	2.9	7.5	39	0	0.2	23.1	1.1	1.5	74.5	0.6	1.4	2	3.2	1.1	0.1	1.5	1
80	16.9	7.4	3	5.7	52.9	0	0	0	1.3	1.9	69.1	1.3	2.9	4.2	0.4	0.6	0.8	1.1	1
77	15.1	5.6	2.3	4.9	46.7	0	0.2	21.4	1.1	1.3	81	1.4	2.5	3.8	0.4	0.3	0.6	0.9	1
55	14.9	4.1	1.7	4.1	41.7	0.1	0.1	37.5	0.6	0.8	76.1	0.5	1	1.5	1.5	0.7	0.2	0.8	0
48	14.8	5.1	2.1	5.1	40.7	0	0.4	9.5	0.9	1.2	80.4	0.6	1.1	1.7	2.1	0.9	0	1.3	0
51	14.5	5	1.5	3.8	39.9	0.2	0.7	27	1.8	2	87.5	0.4	1.2	1.5	2.8	0.9	0	1.4	0
51	13.2	3.9	1.6	4.1	40.2	0.2	0.6	36.7	0.4	0.5	76.9	0.6	1.5	2.1	0.8	0.3	0.2	0.7	0
72	12.4	4.6	1.6	3.8	42.3	0	0.1	0	1.4	1.8	80.3	0.4	0.9	1.3	1.9	0.6	0.1	1.3	1
69	11.8	3.6	1.6	3.6	45.2	0	0	100	0.3	0.4	82.1	1.1	1.6	2.7	0.6	0.5	0.3	0.6	1
54	11.3	5.7	2.2	3.8	56.8	0	0.1	0	1.3	2	66.1	1.4	2	3.4	0.3	0.6	0.7	0.8	1
24	10.6	4.1	1.3	4.1	30.3	0.6	1.7	36.6	1	1.5	66.7	0.1	0.5	0.7	1.5	0.7	0.1	1.3	0
50	9.6	4.1	1.5	3.7	41.5	0.1	0.5	19.2	0.9	1.2	75.4	0.4	0.7	1.1	1.8	0.6	0.1	1	1
56	9.6	3.4	1.4	3	45.6	0	0.1	0	0.7	1	65.5	0.5	0.8	1.2	1.1	0.6	0.2	0.8	1
67	9	3.7	1.4	3.6	38.8	0.4	1.3	29.2	0.5	0.7	75.6	0.1	0.6	0.7	1.4	0.4	0.1	1	0
50	8.7	2.5	1	2.6	38	0	0.1	14.3	0.5	0.8	65.9	0.3	0.5	0.8	1.6	0.7	0.1	1	1
45	8.5	2.7	1.1	2.2	47.5	0	0	0	0.5	0.7	75	0.7	0.8	1.5	0.3	0.2	0.2	0.6	1
38	8.2	3.4	1.4	3.8	36.8	0.2	0.7	22.2	0.5	0.6	82.6	0.3	0.6	0.9	0.7	0.3	0.1	0.6	0
42	8.2	2.8	1	2.3	43.9	0	0	0	0.7	1.4	52.5	0.9	1	1.9	0.3	0.1	0.1	0.8	0
54	8.2	3.2	1.3	2.8	45.6	0.1	0.3	18.8	0.6	0.8	74.4	0.7	0.6	1.3	0.6	0.2	0.1	0.5	0
35	7.3	4	1.8	4.5	39.2	0.1	0.3	20	0.4	0.8	53.6	0.6	0.6	1.2	0.6	0.4	0.2	0.8	0
37	7.3	2.8	1.2	2.6	44.3	0.1	0.3	18.2	0.5	0.6	81	0.4	0.7	1.1	0.3	0.2	0.1	0.5	0
46	6.7	2.6	1.1	2.5	43.1	0.2	0.8	27	0.2	0.4	52.6	0.4	0.4	0.8	0.5	0.2	0	0.3	0
51	6.4	2.2	0.8	2.2	38.4	0.3	0.6	43.3	0.3	0.4	83.3	0.3	0.5	0.8	0.3	0.1	0	0.3	0
40	5.3	2.2	0.7	1.8	38	0	0	0	0.9	1.1	75.6	0.5	0.7	1.2	0.3	0.1	0.1	0.5	0
19	4.8	1.6	0.7	1.9	37.8	0	0.1	0	0.2	0.4	37.5	0.6	0.4	1	0.4	0.3	0.2	0.3	0
36	4.3	1.3	0.5	1.4	35.3	0.1	0.5	11.8	0.3	0.4	66.7	0.2	0.4	0.6	0.6	0.1	0	0.5	0
79	37.7	18	6.9	16.5	42.2	0	0.1	27.3	4.1	5.5	73.6	2.4	6.4	8.8	4	1.4	1.1	2.9	1
55	13.1	3.4	1.2	3.9	30.4	0.4	1.9	20.4	0.6	0.9	74.5	0.4	0.8	1.2	0.5	0.7	0.1	0.7	0
74	35.2	18.4	6.9	14.9	46.7	0.2	0.5	34.2	4.4	6	73.1	3.6	6.6	10.3	2.2	1	1.3	2.9	1
64	33.5	14.3	4.6	11.3	40.6	1.1	3.1	36.5	4	5.2	77	0.8	1.9	2.8	4	1.3	0.2	2.5	0
82	28.5	15.7	6.1	14.4	42.5	1.5	4.1	37.4	1.9	2.5	75	0.8	2.1	2.9	1.6	0.8	0.3	1.6	1
82	27.4	7.2	3.2	7	45	0	0.2	7.7	0.8	1.2	71.1	1.3	1.6	3	6.4	2	0.2	2.2	1
81	25.9	7.1	2.4	4.7	51.2	0	0	0	2.2	3.1	72.2	3.4	4.6	7.9	0.3	0.6	1.5	0.9	1
76	25.4	12	4.5	10.2	44.1	0.1	0.4	13.3	3	3.9	78.2	1.5	2	3.4	1.4	0.9	0.3	1.9	1
82	23.7	8.7	3.5	7.5	46.4	0.1	0.4	20.6	1.7	1.9	87.3	0.5	1.7	2.2	4.2	1	0.2	1.7	0
82	23.7	8.7	3.5	7.5	46.4	0.1	0.4	20.6	1.7	1.9	87.3	0.5	1.7	2.2	4.2	1	0.2	1.7	1
49	9.2	1.9	0.7	2	32.7	0.1	0.6	21.4	0.5	0.8	64.9	0.2	0.7	0.8	1.7	0.5	0.1	0.6	0
49	9.2	1.9	0.7	2	32.7	0.1	0.6	21.4	0.5	0.8	64.9	0.2	0.7	0.8	1.7	0.5	0.1	0.6	1
82	23.7	11	4.6	10.2	45	0	0.2	14.3	1.9	2.2	83.5	1.3	1.9	3.2	3.7	1.3	0.5	2	1
76	22.6	6.9	2.8	5.4	50.8	0	0	0	1.4	2.2	63.6	1.9	3.3	5.1	0.9	0.6	1.9	1.3	1
67	22.5	14.1	6.2	15.1	41.3	0.4	1.5	24	1.3	1.5	85.7	0.5	1.3	1.8	3.1	0.8	0.1	1.6	1
70	20.6	8.8	3.6	8.2	43.9	0	0.4	9.7	1.6	2.2	70.7	0.9	1.2	2.1	2.5	0.4	0.2	1.6	0
81	20.5	8.6	3.4	7.9	42.8	0.3	1	29.9	1.5	1.9	81.6	1.2	2.3	3.5	1.8	0.5	0.3	1.5	1
33	19.5	7.2	2.4	4.8	49.7	0.1	0.3	40	2.3	2.7	84.3	1.4	1.9	3.3	1.4	0.6	0.3	0.9	1
58	19.3	5.3	2	4.9	41.7	0	0.1	0	1.2	2.2	55	2.3	3.3	5.6	0.4	0.6	1.2	0.9	0
70	16.9	7.2	3	7.2	41.9	0.1	0.3	25	1.1	1.3	79.6	0.5	1.1	1.7	1.3	0.3	0.1	1	0
82	16.5	4.9	2	4.8	41.2	0.1	0.4	17.6	0.9	1.2	74.7	0.7	1.2	1.9	2.8	0.8	0.1	1.2	1
62	16.2	6.9	2.6	6.7	38	0.3	1	29.2	1.5	1.9	77.3	0.7	1.2	1.9	1.2	0.5	0.1	1.2	0
78	16.1	6.2	2.6	6	42.5	0	0.1	0	1.1	1.7	67.2	1.5	2.8	4.3	0.4	0.2	0.3	1.4	0
73	16.1	5.5	2.4	4.9	48.7	0	0	0	0.7	1	66.2	1.7	3.1	4.8	0.5	0.3	0.3	0.7	1
74	16.1	5.3	2	4	49.2	0	0	0	1.3	2.1	63.2	2.1	3.1	5.2	0.3	0.5	0.4	1	1
76	15.4	6.7	2.8	6.8	42.1	0.2	0.8	29.8	0.8	1.2	63	1.5	1.4	2.9	0.8	0.6	0.3	0.9	0
55	14.9	5.7	2.4	5.2	46.5	0	0.1	0	0.9	1.2	71.2	1.5	2.7	4.2	0.6	0.6	0.5	0.8	1
47	14.3	5.6	2.3	5.1	44.6	0	0.2	18.2	1	1.7	58.8	0.4	1.1	1.5	2.8	0.7	0.2	1.6	0
37	13.6	8.1	3	6.9	44.1	0.6	1.6	40	1.4	1.9	72.2	0.7	1.4	2.1	0.9	0.4	0.1	1	1
62	13.3	4.3	1.7	3.7	46.5	0	0	0	0.9	1.4	64.4	0.8	1.9	2.7	0.6	0.2	0.2	1	0
62	12.5	3.9	1.4	3.7	38.4	0.1	0.5	16.1	1	1.2	80.5	0.3	0.8	1	1.3	0.5	0.1	0.9	0
51	11.9	6.9	2.9	6.7	43.8	0	0.3	11.8	1	1.5	68.4	1.1	0.9	2	0.8	0.6	0.2	0.8	0
36	11.8	3.9	1.7	4.2	41.3	0	0	0	0.4	0.8	55.6	0.8	0.6	1.4	1	0.4	0	0.8	1
74	11.6	3.1	1.3	3.1	41.6	0	0.1	25	0.6	0.9	65.2	0.8	1.1	1.9	0.7	0.5	0.2	0.3	1
63	11.6	8.2	3.2	6.7	48.7	0	0.1	16.7	1.7	2.6	66.3	1.2	1.2	2.4	0.6	0.3	0.1	1.1	1
33	10.8	2.2	0.9	2.7	34.8	0.1	0.3	27.3	0.3	0.4	64.3	0.2	2	2.2	0.8	0.5	0.2	0.3	0
